model_slug,model_name,model_creator_slug,prompt_length_type,median_output_speed_tokens_per_second,median_time_to_first_chunk_seconds,median_time_to_first_reasoning_chunk_seconds,median_estimated_total_seconds_for_100_output_tokens,median_time_to_first_answer_token_seconds,median_end_to_end_response_time_seconds
gpt-5-5-non-reasoning,GPT-5.5 (Non-reasoning),openai,vision_single_image,49.8540903858621,1.22608836199998,,3.23318372290011,1.22608836199998,11.255355692525637
gpt-5-5-high,GPT-5.5 (high),openai,long,71.3501722563503,17.4510982790002,,19.0573903448942,17.4510982790002,24.458789840046137
gpt-5-5-high,GPT-5.5 (high),openai,medium,73.08304912733,13.8401487150002,,14.8500490578427,13.8401487150002,20.681680451434293
gpt-5-5-high,GPT-5.5 (high),openai,medium_coding,113.390176326626,26.3217133080001,,27.2274956963624,26.3217133080001,30.731266376863182
gpt-5-5-high,GPT-5.5 (high),openai,vision_single_image,52.5638207428493,3.49953475550005,,5.31738483428508,3.49953475550005,13.011780877144837
gpt-5-5-low,GPT-5.5 (low),openai,long,66.1592091787368,1.81053356699994,,3.44929859342395,1.81053356699994,9.368060420883454
gpt-5-5-low,GPT-5.5 (low),openai,medium,61.3990381937241,1.71153362349973,,3.24087780786984,1.71153362349973,9.854983662935485
gpt-5-5-low,GPT-5.5 (low),openai,medium_coding,110.81032449869,0.970300824000219,,1.8769083611396,0.970300824000219,5.48251574857533
gpt-5-5-low,GPT-5.5 (low),openai,vision_single_image,51.0741358631114,1.57120918100003,,3.59319313968254,1.57120918100003,11.360900020608106
gpt-5-4-mini-non-reasoning,GPT-5.4 mini (Non-Reasoning),openai,long,155.865981914459,0.706954689999975,,1.41646530937397,0.706954689999975,3.9148387571879364
gpt-5-4-mini-non-reasoning,GPT-5.4 mini (Non-Reasoning),openai,medium,152.42363375911,0.515644245499857,,1.21063023773306,0.515644245499857,3.79597543606968
gpt-5-4-mini-non-reasoning,GPT-5.4 mini (Non-Reasoning),openai,medium_coding,183.571635002715,0.615175905000001,,1.20716659644735,0.615175905000001,3.3389082506459125
gpt-5-4-mini-non-reasoning,GPT-5.4 mini (Non-Reasoning),openai,vision_single_image,122.036586646058,0.808031352,,1.61502195719277,0.808031352,4.9051633166144075
gpt-5-4-mini,GPT-5.4 mini (xhigh),openai,long,158.405801582689,7.19648086049994,,7.76953313335202,7.19648086049994,10.352930908442131
gpt-5-4-mini,GPT-5.4 mini (xhigh),openai,medium,173.288291372426,5.00134013299993,,5.57188186288418,5.00134013299993,7.886705301298664
gpt-5-4-mini,GPT-5.4 mini (xhigh),openai,medium_coding,189.907033133032,6.04022710850002,,6.53718771149363,6.04022710850002,8.673094315949596
gpt-5-4-mini,GPT-5.4 mini (xhigh),openai,vision_single_image,130.931966061588,1.43086205299999,,2.19014404093958,1.43086205299999,5.249639201468143
gpt-5-4-nano-medium,GPT-5.4 nano (medium),openai,long,153.629301377637,3.29231030200003,,3.90706903975033,3.29231030200003,6.546897776631235
gpt-5-4-nano-medium,GPT-5.4 nano (medium),openai,medium,153.446899986928,3.54984852300015,,4.22734595442999,3.54984852300015,6.808304705839911
gpt-5-4-nano-medium,GPT-5.4 nano (medium),openai,medium_coding,174.945692376302,2.75192731449993,,3.32141768827786,2.75192731449993,5.609957101964017
gpt-5-4-nano-medium,GPT-5.4 nano (medium),openai,vision_single_image,158.89248402302,1.7148131715,,2.76558704069036,1.7148131715,4.861595117004491
gpt-5-5-medium,GPT-5.5 (medium),openai,long,70.8830404845085,5.00259338149999,,6.34741136742401,5.00259338149999,12.056466869182493
gpt-5-5-medium,GPT-5.5 (medium),openai,medium,67.9017372830898,3.76310405300001,,4.9150371249153,3.76310405300001,11.1266858994474
gpt-5-5-medium,GPT-5.5 (medium),openai,medium_coding,109.652219903906,10.844373037,,11.7854816952585,10.844373037,15.40424424105019
gpt-5-5-medium,GPT-5.5 (medium),openai,vision_single_image,50.8017478206347,2.0610726795,,4.14487218307976,2.0610726795,11.903253735264967
gpt-5-3-codex,GPT-5.3 Codex (xhigh),openai,long,85.635158513226,84.6711296499998,,85.5822636067871,84.6711296499998,90.50985300476275
gpt-5-3-codex,GPT-5.3 Codex (xhigh),openai,medium,81.5369289709447,59.980037826,,61.2442056962496,59.980037826,66.11222855614355
gpt-5-3-codex,GPT-5.3 Codex (xhigh),openai,medium_coding,100.656036436668,47.730711495,,48.7869312793902,47.730711495,52.69812346253357
gpt-5-3-codex,GPT-5.3 Codex (xhigh),openai,vision_single_image,54.2685703143318,32.1201006095,,33.9086285934874,32.1201006095,41.33353662050829
gpt-5-4-nano,GPT-5.4 nano (xhigh),openai,long,160.682117350313,3.14910051200013,,3.78906201314106,3.14910051200013,6.260834463762286
gpt-5-4-nano,GPT-5.4 nano (xhigh),openai,medium,164.297474072948,3.24940790599995,,3.99320024833573,3.24940790599995,6.292668326291015
gpt-5-4-nano,GPT-5.4 nano (xhigh),openai,medium_coding,154.574615715502,3.15654005849979,,3.9045291423231,3.15654005849979,6.391223823913518
gpt-5-4-nano,GPT-5.4 nano (xhigh),openai,vision_single_image,158.138437072745,1.220475613,,1.85975732323128,1.220475613,4.382262268131768
gpt-5-4-nano-non-reasoning,GPT-5.4 nano (Non-Reasoning),openai,long,155.583521556015,0.571509645999868,,1.23358770278672,0.571509645999868,3.7852175952699594
gpt-5-4-nano-non-reasoning,GPT-5.4 nano (Non-Reasoning),openai,medium,160.208559603909,0.440415413500006,,1.08883817938935,0.440415413500006,3.561347286529593
gpt-5-4-nano-non-reasoning,GPT-5.4 nano (Non-Reasoning),openai,medium_coding,154.779564335744,0.487877351500117,,1.19826503790153,0.487877351500117,3.7182779676655198
gpt-5-4-nano-non-reasoning,GPT-5.4 nano (Non-Reasoning),openai,vision_single_image,152.712199280767,0.624409857999979,,1.29008904474711,0.624409857999979,3.8985425229400703
gpt-5-5,GPT-5.5 (xhigh),openai,long,68.4918576794609,77.1659047324997,,78.6280438094108,77.1659047324997,84.46604254362434
gpt-5-5,GPT-5.5 (xhigh),openai,medium,77.7506829796215,27.6677213555001,,28.9918082990627,27.6677213555001,34.098533032499134
gpt-5-5,GPT-5.5 (xhigh),openai,medium_coding,113.510284450946,64.5688639854999,,65.431647737131,64.5688639854999,68.9737511939015
gpt-5-5,GPT-5.5 (xhigh),openai,vision_single_image,54.4968718886728,10.6762740309999,,12.5845391529051,10.6762740309999,19.851112561574816
o3,o3,openai,long,138.018503170025,5.52059555500023,,6.65770710578886,5.52059555500023,9.143298225409936
o3,o3,openai,medium,149.738297798334,5.3722958990001,,6.27296098727074,5.3722958990001,8.711455000924678
o3,o3,openai,medium_coding,167.098126237647,4.78767267400008,,5.53220266430133,4.78767267400008,7.779926454804898
o3,o3,openai,vision_single_image,113.939855039732,2.63751569599992,,3.54389266902187,2.63751569599992,7.025795809447887
llama-3-3-instruct-70b,Llama 3.3 Instruct 70B,meta,long,86.982944515036,1.60741061599947,,2.65893406186106,1.60741061599947,7.355663940690833
llama-3-3-instruct-70b,Llama 3.3 Instruct 70B,meta,medium,89.0129391527929,0.652652486999614,,1.81377517175889,0.652652486999614,6.2698133712362045
llama-3-3-instruct-70b,Llama 3.3 Instruct 70B,meta,medium_coding,125.883388290238,0.613404054000057,,1.60139393735167,0.613404054000057,4.585334002749093
llama-3-1-instruct-405b,Llama 3.1 Instruct 405B,meta,long,73.1277984335837,2.45477593050009,,3.8880505974914,2.45477593050009,9.292121108532642
llama-3-1-instruct-405b,Llama 3.1 Instruct 405B,meta,medium,80.5431436165728,0.72099863350013,,2.00436446754518,0.72099863350013,6.928851686520505
llama-3-1-instruct-405b,Llama 3.1 Instruct 405B,meta,medium_coding,102.751947233346,0.710530490499877,,1.7040687225385,0.710530490499877,5.5766183210742
llama-3-2-instruct-90b-vision,Llama 3.2 Instruct 90B (Vision),meta,long,58.1258633376699,1.1690134685,,2.94297956897311,1.1690134685,9.771036239247607
llama-3-2-instruct-90b-vision,Llama 3.2 Instruct 90B (Vision),meta,medium,59.4851236713008,0.64557312550005,,2.3414467966783,0.64557312550005,9.051036023465413
llama-3-2-instruct-90b-vision,Llama 3.2 Instruct 90B (Vision),meta,medium_coding,62.46252531417,0.637978224499875,,2.22316708766186,0.637978224499875,8.642777862124708
llama-3-2-instruct-90b-vision,Llama 3.2 Instruct 90B (Vision),meta,vision_single_image,60.0867209860037,1.08875601700003,,2.73831976552109,1.08875601700003,9.410062152451614
llama-3-2-instruct-11b-vision,Llama 3.2 Instruct 11B (Vision),meta,long,48.1173345629375,0.764501403500049,,2.84889313914581,0.764501403500049,11.15576693268267
llama-3-2-instruct-11b-vision,Llama 3.2 Instruct 11B (Vision),meta,medium,100.003563478723,0.507886399499967,,1.74760268613782,0.507886399499967,5.5077082319127815
llama-3-2-instruct-11b-vision,Llama 3.2 Instruct 11B (Vision),meta,medium_coding,103.527190641936,0.51192512800003,,1.65417900161585,0.51192512800003,5.341574197965847
llama-3-2-instruct-11b-vision,Llama 3.2 Instruct 11B (Vision),meta,vision_single_image,94.5372184134141,0.918785599499984,,2.56902900660287,0.918785599499984,6.207707871503851
llama-4-maverick,Llama 4 Maverick,meta,long,103.808040351197,1.00007783799992,,2.03593319548745,1.00007783799992,5.816660429371751
llama-4-maverick,Llama 4 Maverick,meta,medium,99.2502083409009,0.663348577999955,,1.72787003556268,0.663348577999955,5.701121378260673
llama-4-maverick,Llama 4 Maverick,meta,medium_coding,101.153495846253,0.589911733999998,,1.63189207669664,0.589911733999998,5.532894631595241
llama-4-maverick,Llama 4 Maverick,meta,vision_single_image,117.227572743048,1.03279392799999,,2.06339666982034,1.03279392799999,5.298002089359381
llama-4-scout,Llama 4 Scout,meta,long,108.910685261403,0.927983857000072,,1.97843540409376,0.927983857000072,5.518901624158733
llama-4-scout,Llama 4 Scout,meta,medium,107.680077750367,0.632243279999728,,1.67724257136758,0.632243279999728,5.275627742993356
llama-4-scout,Llama 4 Scout,meta,medium_coding,100.977712833642,0.577936653499798,,1.64292443159732,0.577936653499798,5.529524345169307
llama-4-scout,Llama 4 Scout,meta,vision_single_image,116.887018635427,1.20112899599996,,2.36847687746172,1.20112899599996,5.478763979226885
gemma-4-31b,Gemma 4 31B (Reasoning),google,long,35.6421907070308,1.10869943249986,1.10869943249986,30.7683805909637,49.81502094537914,63.84333935346649
gemma-4-31b,Gemma 4 31B (Reasoning),google,medium,35.1784015509968,0.890109505499822,0.890109505499822,29.1654219354213,50.238571159830144,64.45183776534003
gemma-4-31b,Gemma 4 31B (Reasoning),google,medium_coding,32.5271326681953,0.89547820100006,0.89547820100006,35.5839363350469,54.26630610977061,69.63808834155937
gemma-4-31b,Gemma 4 31B (Reasoning),google,vision_single_image,36.1443278061762,2.37655582900004,2.37655582900004,29.1859817186133,50.40622204133887,64.23965124996181
gemma-4-12b,Gemma 4 12B (Reasoning),google,long,124.824318876867,2.41472939200003,2.41472939200003,15.3438379467496,18.4372482248318,22.442877933039746
gemma-4-12b,Gemma 4 12B (Reasoning),google,medium,159.568371443941,1.39665362000005,1.39665362000005,9.33030932399437,13.930465815373823,17.063918864217268
gemma-4-12b,Gemma 4 12B (Reasoning),google,medium_coding,163.141472457651,1.33451068900013,1.33451068900013,15.4114352246902,13.593809136359486,16.658633748199325
gemma-4-12b,Gemma 4 12B (Reasoning),google,vision_single_image,145.557328778481,2.50937297100006,2.50937297100006,10.2889826589026,16.24966359589697,19.684736252121198
gemini-3-1-pro-preview,Gemini 3.1 Pro Preview,google,long,149.377175642033,42.385672108,,43.1512602568908,42.385672108,45.732903690408534
gemini-3-1-pro-preview,Gemini 3.1 Pro Preview,google,medium,135.592652523431,28.048794649,,28.7570125888226,28.048794649,31.736310090986045
gemini-3-1-pro-preview,Gemini 3.1 Pro Preview,google,medium_coding,119.874861020716,20.5746179400001,,21.4125659065033,20.5746179400001,24.745634246026043
gemini-3-1-pro-preview,Gemini 3.1 Pro Preview,google,vision_single_image,92.1955708172819,16.5699504215,,17.7158575797761,16.5699504215,21.99320444083816
gemma-4-31b-non-reasoning,Gemma 4 31B (Non-reasoning),google,long,41.8506688626758,2.27702054700013,,4.53813973140102,2.27702054700013,14.224260903914022
gemma-4-31b-non-reasoning,Gemma 4 31B (Non-reasoning),google,medium,56.9197358048093,1.04539408100027,,3.30050876486079,1.04539408100027,9.829693462055262
gemma-4-31b-non-reasoning,Gemma 4 31B (Non-reasoning),google,medium_coding,60.1040005395216,0.717850867499877,,2.75138210026171,0.717850867499877,9.036764675428905
gemma-4-31b-non-reasoning,Gemma 4 31B (Non-reasoning),google,vision_single_image,48.7535624653322,2.01825125200003,,4.29496883571804,2.01825125200003,12.27391206356721
gemma-4-26b-a4b-non-reasoning,Gemma 4 26B A4B (Non-reasoning),google,long,42.0268715474352,1.99480341950016,,4.59430527785496,1.99480341950016,13.891953542503162
gemma-4-26b-a4b-non-reasoning,Gemma 4 26B A4B (Non-reasoning),google,medium,41.9403451299652,0.981962236999955,,3.97585778731902,0.981962236999955,12.903657169423484
gemma-4-26b-a4b-non-reasoning,Gemma 4 26B A4B (Non-reasoning),google,medium_coding,39.6496867030235,1.2777582734999,,4.42830285716071,1.2777582734999,13.888198394881044
gemma-4-26b-a4b-non-reasoning,Gemma 4 26B A4B (Non-reasoning),google,vision_single_image,39.6012460990032,2.38936852099999,,4.9911681868678,2.38936852099999,15.015233847308131
gemma-4-12b-non-reasoning,Gemma 4 12B (Non-reasoning),google,long,128.356916720777,2.68026319499995,,3.5036521862065,2.68026319499995,6.575651248669718
gemma-4-12b-non-reasoning,Gemma 4 12B (Non-reasoning),google,medium,168.510958045591,1.6688302980001,,2.25221350757378,1.6688302980001,4.635996384995606
gemma-4-12b-non-reasoning,Gemma 4 12B (Non-reasoning),google,medium_coding,174.448632375982,1.51762655099992,,2.05055217043901,1.51762655099992,4.38379978027678
gemma-4-12b-non-reasoning,Gemma 4 12B (Non-reasoning),google,vision_single_image,143.682778642188,3.29428280900004,,3.973920633252,3.29428280900004,6.774170967657841
gemini-3-1-flash-lite-preview,Gemini 3.1 Flash-Lite,google,long,335.334924032529,5.354884954,,5.6568012589901,5.354884954,6.845931558950392
gemini-3-1-flash-lite-preview,Gemini 3.1 Flash-Lite,google,medium,309.344122240432,5.0513371689999,,5.37195608505561,5.0513371689999,6.667660105342566
gemini-3-1-flash-lite-preview,Gemini 3.1 Flash-Lite,google,medium_coding,293.14758038515,6.14159672150015,,6.45582866259659,6.14159672150015,7.847222261179101
gemini-3-1-flash-lite-preview,Gemini 3.1 Flash-Lite,google,vision_single_image,216.083268837367,6.73470261,,7.19101918540364,6.73470261,9.048625398609424
gemini-3-5-flash-minimal,Gemini 3.5 Flash (minimal),google,long,177.982868806181,0.87084108199997,,1.42632801915691,0.87084108199997,3.6801002166220096
gemini-3-5-flash-minimal,Gemini 3.5 Flash (minimal),google,medium,191.940427666946,0.885805541999957,,1.377595467399,0.885805541999957,3.4907804609242667
gemini-3-5-flash-minimal,Gemini 3.5 Flash (minimal),google,medium_coding,202.996557494004,0.897844781999993,,1.40245697887383,0.897844781999993,3.3609407387615686
gemini-3-5-flash-minimal,Gemini 3.5 Flash (minimal),google,vision_single_image,166.135617538297,1.42614040649994,,2.03028828229098,1.42614040649994,4.435729845590217
gemini-3-5-flash-medium,Gemini 3.5 Flash (medium),google,long,192.715275908566,16.6012369244999,,17.1488713842376,16.6012369244999,19.19573804872435
gemini-3-5-flash-medium,Gemini 3.5 Flash (medium),google,medium,206.45033747324,11.912668016,,12.4034026481353,11.912668016,14.334557978106794
gemini-3-5-flash-medium,Gemini 3.5 Flash (medium),google,medium_coding,206.88023279281,12.4871619324999,,12.9750532399025,12.4871619324999,14.904019228386398
gemini-3-5-flash-medium,Gemini 3.5 Flash (medium),google,vision_single_image,172.890627941817,12.5153244345,,13.1434236753507,12.5153244345,15.40732619279233
gemini-3-5-flash,Gemini 3.5 Flash (high),google,long,191.634171735677,21.3215817174999,,21.9217433022162,21.3215817174999,23.930719719722465
gemini-3-5-flash,Gemini 3.5 Flash (high),google,medium,213.492225010224,13.8403408640006,,14.2931300449344,13.8403408640006,16.18234652709234
gemini-3-5-flash,Gemini 3.5 Flash (high),google,medium_coding,207.645573846156,14.1243257485001,,14.6053243455524,14.1243257485001,16.53227498015793
gemini-3-5-flash,Gemini 3.5 Flash (high),google,vision_single_image,171.082874629289,11.853510767,,12.6494721192711,11.853510767,14.776070965286504
gemini-2-5-pro,Gemini 2.5 Pro,google,long,137.607884688678,20.9843457029999,,21.7128453984161,20.9843457029999,24.617858427442926
gemini-2-5-pro,Gemini 2.5 Pro,google,medium,136.8145311151,19.2834585985,,20.0495025739593,19.2834585985,22.938041163120694
gemini-2-5-pro,Gemini 2.5 Pro,google,medium_coding,126.082964764496,27.553920577,,28.3142164040103,27.553920577,31.519563365729823
gemini-2-5-pro,Gemini 2.5 Pro,google,vision_single_image,113.031189820969,15.820118063,,16.6900776406465,15.820118063,20.24367585082789
claude-sonnet-4-6-adaptive,"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",anthropic,long,53.7478197650176,136.811736663,,139.195968003067,136.811736663,146.11443958538777
claude-sonnet-4-6-adaptive,"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",anthropic,medium,67.1173451301328,72.5484966454997,,73.9169535234759,72.5484966454997,79.99813576681115
claude-sonnet-4-6-adaptive,"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",anthropic,medium_coding,74.0549097351405,57.5627332660002,,58.8361087007713,57.5627332660002,64.31448006831573
claude-sonnet-4-6-adaptive,"Claude Sonnet 4.6 (Adaptive Reasoning, Max Effort)",anthropic,vision_single_image,40.7562294061501,7.21657686349998,,9.6702083154211,7.21657686349998,19.48464010893235
claude-4-5-haiku,Claude 4.5 Haiku (Non-reasoning),anthropic,long,89.5790697956803,0.782105760000377,,2.01501838122399,0.782105760000377,6.363766756709132
claude-4-5-haiku,Claude 4.5 Haiku (Non-reasoning),anthropic,medium,101.701776178147,0.598176942499918,,1.57595933139146,0.598176942499918,5.514511924930998
claude-4-5-haiku,Claude 4.5 Haiku (Non-reasoning),anthropic,medium_coding,165.430231663451,0.702096327999811,,1.31686285650705,0.702096327999811,3.72451849940312
claude-4-5-haiku,Claude 4.5 Haiku (Non-reasoning),anthropic,vision_single_image,80.5575117289004,0.925891695500013,,2.21014425514112,0.925891695500013,7.132637525518279
claude-4-5-haiku-reasoning,Claude 4.5 Haiku (Reasoning),anthropic,long,91.7327408044727,12.9944832384999,,14.0227517754454,12.9944832384999,18.445099840763472
claude-4-5-haiku-reasoning,Claude 4.5 Haiku (Reasoning),anthropic,medium,150.833324560522,12.9407040824996,,13.4473619600844,12.9407040824996,16.25562140237459
claude-4-5-haiku-reasoning,Claude 4.5 Haiku (Reasoning),anthropic,medium_coding,153.760554434956,26.8860554055,,27.5150698300246,26.8860554055,30.137864699745947
claude-4-5-haiku-reasoning,Claude 4.5 Haiku (Reasoning),anthropic,vision_single_image,79.6246242680891,8.72703616999994,,10.1732894668117,8.72703616999994,15.00650065220012
claude-opus-4-7,"Claude Opus 4.7 (Adaptive Reasoning, Max Effort)",anthropic,long,45.8295952153507,16.9892002875,,19.6805481040037,16.9892002875,27.89918100302952
claude-opus-4-7,"Claude Opus 4.7 (Adaptive Reasoning, Max Effort)",anthropic,medium,52.8724527154788,16.0463562579999,,17.7044501255636,16.0463562579999,25.50307661653211
claude-opus-4-7,"Claude Opus 4.7 (Adaptive Reasoning, Max Effort)",anthropic,medium_coding,68.7524555360332,45.7692642820001,,47.1886275421483,45.7692642820001,53.041731804821154
claude-opus-4-7,"Claude Opus 4.7 (Adaptive Reasoning, Max Effort)",anthropic,vision_single_image,34.5562697278441,4.3375995525,,7.20830424777961,4.3375995525,18.806753889408057
claude-opus-4-8,"Claude Opus 4.8 (Adaptive Reasoning, Max Effort)",anthropic,long,60.6203032427325,12.7418990649999,,14.7027828438904,12.7418990649999,20.989960741595734
claude-opus-4-8,"Claude Opus 4.8 (Adaptive Reasoning, Max Effort)",anthropic,medium,62.0797740929937,23.4818640350002,,25.0360481686874,23.4818640350002,31.53601705512902
claude-opus-4-8,"Claude Opus 4.8 (Adaptive Reasoning, Max Effort)",anthropic,medium_coding,69.7796042407375,27.6946353479999,,29.0157604114714,27.6946353479999,34.86005288569494
claude-opus-4-8,"Claude Opus 4.8 (Adaptive Reasoning, Max Effort)",anthropic,vision_single_image,40.4463367733494,4.5309201435,,7.13257519547546,4.5309201435,16.892979105770628
claude-sonnet-4-6,"Claude Sonnet 4.6 (Non-reasoning, High Effort)",anthropic,long,42.8055402637343,1.33204797699966,,3.63195169865881,1.33204797699966,13.012778950593045
claude-sonnet-4-6,"Claude Sonnet 4.6 (Non-reasoning, High Effort)",anthropic,medium,49.2989868053816,1.05279216199995,,3.23931274133672,1.05279216199995,11.194988430127284
claude-sonnet-4-6,"Claude Sonnet 4.6 (Non-reasoning, High Effort)",anthropic,medium_coding,72.3925652283004,1.07912164700019,,2.41779440392098,1.07912164700019,7.985908254480915
claude-sonnet-4-6,"Claude Sonnet 4.6 (Non-reasoning, High Effort)",anthropic,vision_single_image,40.6921214077946,1.37438542300003,,3.80924963290323,1.37438542300003,13.661776266777093
claude-sonnet-4-6-non-reasoning-low-effort,"Claude Sonnet 4.6 (Non-reasoning, Low Effort)",anthropic,long,42.8241349100629,1.31927810449997,,3.74469846153938,1.31927810449997,12.99493719370457
claude-sonnet-4-6-non-reasoning-low-effort,"Claude Sonnet 4.6 (Non-reasoning, Low Effort)",anthropic,medium,47.4768186299387,1.1097329344999,,3.32006990003981,1.1097329344999,11.641188377992947
claude-sonnet-4-6-non-reasoning-low-effort,"Claude Sonnet 4.6 (Non-reasoning, Low Effort)",anthropic,medium_coding,71.4520331010503,0.970357327499869,,2.41210125283709,0.970357327499869,7.968058838566463
claude-sonnet-4-6-non-reasoning-low-effort,"Claude Sonnet 4.6 (Non-reasoning, Low Effort)",anthropic,vision_single_image,40.0026765983653,1.46126948400001,,4.00419386808353,1.46126948400001,13.960433102977255
claude-opus-4-7-non-reasoning,"Claude Opus 4.7 (Non-reasoning, High Effort)",anthropic,long,42.146957747319,1.12782655450002,,3.60978547903427,1.12782655450002,12.991079010290981
claude-opus-4-7-non-reasoning,"Claude Opus 4.7 (Non-reasoning, High Effort)",anthropic,medium,43.7580139367728,0.888102649000047,,3.21789619682107,0.888102649000047,12.314581024423214
claude-opus-4-7-non-reasoning,"Claude Opus 4.7 (Non-reasoning, High Effort)",anthropic,medium_coding,65.283484381708,0.900788196499889,,2.42479499100494,0.900788196499889,8.559693120699931
claude-opus-4-7-non-reasoning,"Claude Opus 4.7 (Non-reasoning, High Effort)",anthropic,vision_single_image,34.3576518560855,1.50258455400003,,4.48357661026115,1.50258455400003,16.055383508199775
ministral-3-8b,Ministral 3 8B,mistral,long,82.2279602752505,0.803375028999994,,2.10479643636534,0.803375028999994,6.884031758490744
ministral-3-8b,Ministral 3 8B,mistral,medium,97.2931528618912,0.441184655500138,,1.4828527572943,0.441184655500138,5.580292447697561
ministral-3-8b,Ministral 3 8B,mistral,medium_coding,102.777153470124,0.458639894500039,,1.416224116533,0.458639894500039,5.323534310410707
ministral-3-8b,Ministral 3 8B,mistral,vision_single_image,87.7218476359673,1.443050349,,2.57153643229695,1.443050349,7.142884694429272
mistral-large-3,Mistral Large 3,mistral,long,46.6823837956555,1.19988293500001,,3.77119921565921,1.19988293500001,11.910561339699056
mistral-large-3,Mistral Large 3,mistral,medium,58.0022882648164,0.682874896499982,,2.50848325204861,0.682874896499982,9.303224454386216
mistral-large-3,Mistral Large 3,mistral,medium_coding,78.0599323215907,0.669528674999903,,2.08642555951794,0.669528674999903,7.074863462379732
mistral-large-3,Mistral Large 3,mistral,vision_single_image,45.2112695729656,2.68772925050007,,4.88041404047009,2.68772925050007,13.746918800421016
magistral-small-2509,Magistral Small 1.2,mistral,long,80.1627748314291,0.983166871999857,0.983166871999857,23.795365659363,25.932403025634944,32.169712064043715
magistral-small-2509,Magistral Small 1.2,mistral,medium,82.3854252580724,0.502972795999995,0.502972795999995,22.6625583513394,24.77911136947945,30.848146012849313
magistral-small-2509,Magistral Small 1.2,mistral,medium_coding,81.8552188344751,0.485475541999904,0.485475541999904,36.6703101724969,24.918859613018437,31.02720563077307
magistral-small-2509,Magistral Small 1.2,mistral,vision_single_image,81.9339172455417,1.29611598549999,1.29611598549999,24.7323074607834,25.706031527635584,31.808510413169483
mistral-small-4-non-reasoning,Mistral Small 4 (Non-reasoning),mistral,long,149.143220222738,0.788525925000044,,1.48806267736757,0.788525925000044,4.141008185026848
